date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:43:54	209614/209614	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Apr%202022%2004:41:11%20GMT	https://templates.envytheme.com/luba/default/furniture.html	E:/template2/proj3/templates.envytheme.com/luba/default/furniture.html	(from )
15:43:55	116/116	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Apr%202023%2010:13:55%20GMT	https://templates.envytheme.com/robots.txt		(from )
15:43:55	3484/3484	---M--	200	added ('OK')	image/png	etag:%22624d1a21-11e8%22	https://templates.envytheme.com/luba/default/assets/images/tab.png	E:/template2/proj3/templates.envytheme.com/luba/default/assets/images/tab.png	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:55	163834/163834	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f3-27ffa%22	https://templates.envytheme.com/luba/default/assets/css/bootstrap.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/bootstrap.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:55	6075/6075	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f3-17bb%22	https://templates.envytheme.com/luba/default/assets/css/bootstrap-reboot.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/bootstrap-reboot.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:56	71756/71756	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f3-1184c%22	https://templates.envytheme.com/luba/default/assets/css/animate.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/animate.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:56	3356/3356	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f5-d1c%22	https://templates.envytheme.com/luba/default/assets/css/owl.carousel.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/owl.carousel.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:56	1018/1018	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f5-3fa%22	https://templates.envytheme.com/luba/default/assets/css/owl.theme.default.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/owl.theme.default.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:56	1895/1895	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f6-767%22	https://templates.envytheme.com/luba/default/assets/css/slick.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/slick.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:57	3362/3362	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f5-d22%22	https://templates.envytheme.com/luba/default/assets/css/slick-theme.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/slick-theme.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:57	7537/7537	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f4-1d71%22	https://templates.envytheme.com/luba/default/assets/css/meanmenu.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/meanmenu.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:57	5259/5259	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f4-148b%22	https://templates.envytheme.com/luba/default/assets/css/magnific-popup.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/magnific-popup.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:57	66571/66571	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f3-1040b%22	https://templates.envytheme.com/luba/default/assets/css/boxicons.min.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/boxicons.min.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:57	3097/3097	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f4-c19%22	https://templates.envytheme.com/luba/default/assets/css/flaticon.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/flaticon.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:58	192766/192766	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f6-2f0fe%22	https://templates.envytheme.com/luba/default/assets/css/style.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/style.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:58	34785/34785	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f5-87e1%22	https://templates.envytheme.com/luba/default/assets/css/responsive.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/responsive.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:58	12660/12660	---MCZ	200	added ('OK')	text/css	etag:W/%22624d19f6-3174%22	https://templates.envytheme.com/luba/default/assets/css/theme-dark.css	E:/template2/proj3/templates.envytheme.com/luba/default/assets/css/theme-dark.css	(from https://templates.envytheme.com/luba/default/furniture.html)
15:43:58	1853/1853	---M--	200	added ('OK')	image/png	etag:%22624d1a09-7af%22	https://templates.envytheme.com/luba/default/assets/images/flag-1.png	E:/template2/proj3/templates.envytheme.com/luba/default/assets/images/flag-1.png	(from https://templates.envytheme.com/luba/default/furniture.html)
