date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:56:05	63681/63681	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:05%20GMT	https://plab-admin.envytheme.com/	E:/temp3/proj4/plab-admin.envytheme.com/index.html	(from )
15:56:06	23/23	---M--	200	added ('OK')	text/plain	etag:%225dd3a89f-17%22	https://plab-admin.envytheme.com/robots.txt		(from )
15:56:06	155758/155758	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908c-2606e%22	https://plab-admin.envytheme.com/css/bootstrap.min.css	E:/temp3/proj4/plab-admin.envytheme.com/css/bootstrap.min.css	(from https://plab-admin.envytheme.com/)
15:56:06	24755/24755	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908d-60b3%22	https://plab-admin.envytheme.com/css/LineIcons.css	E:/temp3/proj4/plab-admin.envytheme.com/css/LineIcons.css	(from https://plab-admin.envytheme.com/)
15:56:07	7795/7795	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908e-1e73%22	https://plab-admin.envytheme.com/css/viewer.min.css	E:/temp3/proj4/plab-admin.envytheme.com/css/viewer.min.css	(from https://plab-admin.envytheme.com/)
15:56:07	92214/92214	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908c-16836%22	https://plab-admin.envytheme.com/css/icofont.min.css	E:/temp3/proj4/plab-admin.envytheme.com/css/icofont.min.css	(from https://plab-admin.envytheme.com/)
15:56:07	1388/1388	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908c-56c%22	https://plab-admin.envytheme.com/css/calendar.css	E:/temp3/proj4/plab-admin.envytheme.com/css/calendar.css	(from https://plab-admin.envytheme.com/)
15:56:07	102696/102696	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908d-19128%22	https://plab-admin.envytheme.com/css/styles.css	E:/temp3/proj4/plab-admin.envytheme.com/css/styles.css	(from https://plab-admin.envytheme.com/)
15:56:07	10791/10791	---MCZ	200	added ('OK')	text/css	etag:W/%225ddb908d-2a27%22	https://plab-admin.envytheme.com/css/responsive.css	E:/temp3/proj4/plab-admin.envytheme.com/css/responsive.css	(from https://plab-admin.envytheme.com/)
15:56:08	318/318	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225dd3a89f-13e%22	https://plab-admin.envytheme.com/favicon.ico	E:/temp3/proj4/plab-admin.envytheme.com/favicon.ico	(from https://plab-admin.envytheme.com/)
15:56:08	1550/1550	---M--	200	added ('OK')	image/png	etag:%225ddb909e-6a6%22	https://plab-admin.envytheme.com/images/large-logo.png	E:/temp3/proj4/plab-admin.envytheme.com/images/large-logo.png	(from https://plab-admin.envytheme.com/)
15:56:08	798/798	---M--	200	added ('OK')	image/png	etag:%225ddb909f-31e%22	https://plab-admin.envytheme.com/images/small-logo.png	E:/temp3/proj4/plab-admin.envytheme.com/images/small-logo.png	(from https://plab-admin.envytheme.com/)
15:56:08	39825/39825	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:09%20GMT	https://plab-admin.envytheme.com/ui-component/alerts	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/alerts.html	(from https://plab-admin.envytheme.com/)
15:56:09	37968/37968	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:09%20GMT	https://plab-admin.envytheme.com/ui-component/badges	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/badges.html	(from https://plab-admin.envytheme.com/)
15:56:09	47091/47091	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:10%20GMT	https://plab-admin.envytheme.com/ui-component/buttons	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/buttons.html	(from https://plab-admin.envytheme.com/)
15:56:10	46652/46652	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:10%20GMT	https://plab-admin.envytheme.com/ui-component/cards	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/cards.html	(from https://plab-admin.envytheme.com/)
15:56:10	55639/55639	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:10%20GMT	https://plab-admin.envytheme.com/ui-component/dropdowns	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/dropdowns.html	(from https://plab-admin.envytheme.com/)
15:56:10	54748/54748	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:10%20GMT	https://plab-admin.envytheme.com/ui-component/forms	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/forms.html	(from https://plab-admin.envytheme.com/)
15:56:10	43867/43867	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:11%20GMT	https://plab-admin.envytheme.com/ui-component/list-groups	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/list-groups.html	(from https://plab-admin.envytheme.com/)
15:56:11	50929/50929	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:11%20GMT	https://plab-admin.envytheme.com/ui-component/modals	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/modals.html	(from https://plab-admin.envytheme.com/)
15:56:11	44647/44647	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:11%20GMT	https://plab-admin.envytheme.com/ui-component/progress-bars	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/progress-bars.html	(from https://plab-admin.envytheme.com/)
15:56:12	57217/57217	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:12%20GMT	https://plab-admin.envytheme.com/ui-component/tables	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/tables.html	(from https://plab-admin.envytheme.com/)
15:56:12	53013/53013	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Apr%202023%2010:26:12%20GMT	https://plab-admin.envytheme.com/ui-component/tabs	E:/temp3/proj4/plab-admin.envytheme.com/ui-component/tabs.html	(from https://plab-admin.envytheme.com/)
